web,,updated_node_name,unchanged_node_name,old_node_name,species,genus,family,order,class,phylum,kingdom,tiering,feeding,motility,zooplankton,detritus,size_worms_min,size_worms_max,size_heim_max,size_manual_max,og_body_weight,size_max,size_stat,present_in_og_el
kongsfjorden,,,Brada villosa,,Brada villosa,Brada,Flabelligeridae,Terebellida,Polychaeta,Annelida,Animalia,t_surf,f_surf,m_slow,0,1,2.5,100,NA,NA,NULL,NA,NA,1
kongsfjorden,,,Diplocirrus hirsutus,,Diplocirrus hirsutus,Diplocirrus,Flabelligeridae,Terebellida,Polychaeta,Annelida,Animalia,t_surf,f_surf,m_slow,0,1,2.5,100,NA,NA,0.02,NA,NA,1
stmarks,,,Pectanaridae,,NA,NA,Pectinariidae,Terebellida,Polychaeta,Annelida,Animalia,t_sein,f_susp,m_faat,0,1,20,100,NA,NA,0.148,NA,NA,1
stmarks,,,Pectanaridae gen. sp.,,NA,NA,Pectinariidae,Terebellida,Polychaeta,Annelida,Animalia,t_sein,f_susp,m_faat,0,1,20,100,NA,NA,0.148,NA,NA,NA
sanak,,,Pectinariidae,,NA,NA,Pectinariidae,Terebellida,Polychaeta,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Weddell,,,Terebella ehlersi,,Terebella ehlersi,Eupolymnia,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,0.24,NA,s_medi,NA
loughhyne,,,Lanice_68037,,Lanice68037,Lanice,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,4.35,NA,NA,1
Weddell,,,Pista spinifera,,Pista spinifera,Pista,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,0.24,NA,s_medi,NA
kongsfjorden,,,Thelepus cincinnatus,,Thelepus cincinnatus,Thelepus,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,0.05,NA,NA,1
stmarks,,,Amphitritidae,,NA,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,0.3,NA,NA,1
stmarks,,,Amphitritidae gen. sp.,,NA,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,NA,NA,NA,150,0.3,NA,NA,NA
sanak,,,Terebellidae,,NA,NA,Terebellidae,Terebellida,Polychaeta,Annelida,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
kongsfjorden,,,Terebellides stroemi,,Terebellides stroemi,Terebellides,Trichobranchidae,Terebellida,Polychaeta,Annelida,Animalia,t_shin,f_surf,m_slow,0,1,2.5,100,NA,NA,0.04,NA,NA,1
ythanjacob,,,Acarina,,NA,NA,NA,NA,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Prostigmata,,NA,NA,NA,Trombidiformes,Arachnida,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
chengjiang,,Retifacies abnormalis,,Retifacis abnormalis*,abnormalis,Retifacies,NA,Retifaciida,Arachnomorpha,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,550,s_larg,NA
chengjiang,,Comptaluta inflata,,Comptaluta inflata,inflata,Comptaluta,NA,NA,Archaeocopida,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,25,s_medi,NA
chengjiang,,Comptaluta leshanensis,,Comptaluta leshanensis,leshanensis,Comptaluta,NA,NA,Archaeocopida,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,25,s_medi,NA
burgess,,,Helmetia expansa,,expansa,Helmetia,Helmetiidae,Helmetiida,Artiopoda,Arthropoda,Animalia,t_pela,f_susp,m_fast,1,0,NA,NA,NA,NA,NA,190,s_medi,1
burgess,,,Houghtonites gracilis,,gracilis,Houghtonites,NA,Helmetiida,Artiopoda,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,500,s_larg,NA
chengjiang,,,Skioldia aldna,,aldna,Skioldia,NA,Helmetiida,Artiopoda,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,100,s_medi,NA
chengjiang,,,Acanthomeridion serratum,,serratum,Acanthomeridion,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,35,s_medi,NA
chengjiang,,,Kuamaia lata,,lata,Kuamaia,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,100,s_medi,1
chengjiang,,,Kuamaia muricata,,muricata,Kuamaia,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,100,s_medi,NA
chengjiang,,,Rhombicalvaria acantha,,acantha,Rhombicalvaria,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,26,s_medi,NA
chengjiang,,,Saperion glumaceum,,glumaceum,Saperion,NA,NA,Artiopoda,Arthropoda,Animalia,t_sein,f_surf,m_slow,0,0,NA,NA,NA,NA,NA,120,s_medi,1
chengjiang,,,Squamacula clypeata,,clypeata,Squamacula,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,550,s_larg,1
burgess,,,Tegopelte gigas,,gigas,Tegopelte,NA,NA,Artiopoda,Arthropoda,Animalia,t_surf,f_susp,m_fast,0,0,NA,NA,NA,NA,NA,270,s_larg,NA
chengjiang,,,Sinoburius lunaris,,lunaris,Sinoburius,Sinoburiidae,Sinburiida,Artiopoda,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,NA,NA,12,s_medi,1
chengjiang,,,Almenia spinosa,,spinosa,Almenia,NA,Xandarellida,Artiopoda,Arthropoda,Animalia,t_sein,f_surf,m_slow,0,1,NA,NA,NA,NA,NA,130,s_medi,NA
chengjiang,,,Cindarella eucalla,,eucalla,Cindarella,NA,Xandarellida,Artiopoda,Arthropoda,Animalia,t_surf,f_pred,m_slow,0,0,NA,NA,NA,NA,NA,130,s_medi,NA
loughhyne,,,Evadne_83961,,Evadne83961,Evadne,Podonidae,Diplostraca,Branchiopoda,Arthropoda,Animalia,t_pela,f_pred,m_slow,1,1,NA,NA,NA,1.4,0.000094,NA,NA,1
loughhyne,,,Podon_83965,,Podon83965,Podon,Podonidae,Diplostraca,Branchiopoda,Arthropoda,Animalia,t_pela,f_pred,m_slow,1,1,NA,NA,NA,1.4,0.0000588,NA,NA,1
chengjiang,,,Amplectobelua symbrachiata,,symbrachiata,Amplectobelua,Amplectobeluidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,1000,s_larg,1
burgess,,,Anomalocaris canadensis,,canadensis,Anomalocaris,Anomalocarididae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,1000,s_larg,1
chengjiang,,,Anomalocaris saron,,saron,Anomalocaris,Anomalocarididae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,1000,s_larg,1
chengjiang,,,Cucumericrus decoratus,,decoratus,Cucumericrus,Anomalocarididae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,120,s_medi,1
chengjiang,,,Parapeytoia yunnanensis,,yunnanensis,Parapeytoia,Anomalocarididae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,50,s_medi,1
burgess,,,Hurdia agnosta,,agnosta,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,NA
burgess,,,Hurdia dentata,,dentata,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,1
burgess,,,Hurdia ingens,,ingens,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,NA
burgess,,,Hurdia obtusa,,obtusa,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,NA
burgess,,,Hurdia triangulata,,triangulata,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,1
burgess,,Hurdia victoria,,Hurdia vicroria,victoria,Hurdia,Hurdiidae,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,1,0,NA,NA,NA,NA,NA,500,s_larg,NA
burgess,,,Laggania nathorsti,,nathorsti,Laggania,NA,Radiodonta,Dinocarida,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,500,s_larg,1
burgess,,,Opabinia regalis,,regalis,Opabinia,NA,Radiodonta,Dinocarida,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,NA,NA,101,s_medi,1
sanak,,,Acartia,,NA,NA,Acartiidae,Calanoida,Hexanauplia,Arthropoda,Animalia,t_pela,f_susp,m_fast,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Aetideidae,,NA,NA,Aetideidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Calanus,,NA,NA,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Neocalanus cristatus,,NA,NA,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Neocalanus plumchrus,,NA,NA,Calanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Centropages,,NA,NA,Centropagidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Clausocalanidae,,NA,NA,Clausocalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Eucalanus,,NA,NA,Eucalanidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Euchaetidae,,NA,NA,Euchaetidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Metridinidae,,NA,NA,Metridinidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Pontellidae,,NA,NA,Pontellidae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Temoridae,,NA,NA,Temoridae,Calanoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Oithona,,NA,NA,Oithonidae,Cyclopoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Harpacticidae,,NA,NA,Harpacticidae,Harpacticoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
stmarks,,,Harpacticoid,,NA,NA,NA,Harpacticoida,Hexanauplia,Arthropoda,Animalia,t_surf,f_surf,m_slow,0,1,NA,NA,NA,NA,2.53E-09,NA,NA,1
sanak,,,Chondracanthus pinguis,,NA,NA,Chondracanthidae,Poecilostomatoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Semibalanus balanoides,,NA,NA,Archaeobalanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Semibalanus cariosus,,NA,NA,Archaeobalanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Balanus crenatus,,NA,NA,Balanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Balanus glandula,,NA,NA,Balanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Balanus nubilus,,NA,NA,Balanidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Chthamalus dalli,,NA,NA,Chthamalidae,Sessilia,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Clavella parva,,NA,NA,Lernaeopodidae,Siphonostomatoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Neobrachiella robusta,,NA,NA,Lernaeopodidae,Siphonostomatoida,Hexanauplia,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
sanak,,,Staphylinidae,,NA,NA,Staphylinidae,Coleoptera,Insecta,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Ampelisca_202641,,Ampelisca202641,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,14,0.00617,NA,NA,1
loughhyne,,,Ampelisca_93343,,Ampelisca93343,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,14,0.0074,NA,NA,1
stmarks,,,Ampelisca,,Ampelisca,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,14,0.00505,NA,NA,1
Weddell,,,Ampelisca richardsoni,,Ampelisca richardsoni,Ampelisca,Ampeliscidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,14,0.81,NA,s_medi,NA
loughhyne,,,Amphilochus_93385,,Amphilochus93385,Amphilochus,Amphilochidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,2,10,NA,NA,0.00123,NA,NA,1
loughhyne,,,Gitana_93395,,Gitana93395,Gitana,Amphilochidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,2,10,NA,NA,0.000432,NA,NA,1
stmarks,,,Amphithoe longimana,,Amphithoe longimana,Ampithoe,Ampithoidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,20,NA,NA,0.00617,NA,NA,1
stmarks,,,Cymadusa compta,,Cymadusa compta,Cymadusa,Ampithoidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,20,NA,NA,0.0118,NA,NA,1
stmarks,,,Lembos rectanularis,,Lembos rectanularis,Lembos,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,0.00505,NA,NA,1
loughhyne,,,Leptocheirus_206414,,Leptocheirus206414,Leptocheirus,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,0.00118,NA,NA,1
loughhyne,,,Leptocheirus_206415,,Leptocheirus206415,Leptocheirus,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,0.000737,NA,NA,1
loughhyne,,,Leptocheirus_206417,,Leptocheirus206417,Leptocheirus,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,0.000737,NA,NA,1
loughhyne,,,Microdeutopus_206410,,Microdeutopus206410,Microdeutopus,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,0.00253,NA,NA,1
kongsfjorden,,,Unciola leucopis,,Unciola leucopis,Unciola,Aoridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,13.4,NULL,NA,NA,1
stmarks,,,Batea catharinensis,,Batea catharinensis,Batea,Bateidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,8,0.00876,NA,NA,1
loughhyne,,,Apherusa_93539,,Apherusa93539,Apherusa,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,3,14,NA,NA,0.00173,NA,NA,1
loughhyne,,,Apherusa_93540,,Apherusa93540,Apherusa,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,3,14,NA,NA,0.00149,NA,NA,1
kongsfjorden,,,Halirages fulvocinctus,,Halirages fulvocinctus,Halirages,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,3,14,NA,NA,NULL,NA,NA,1
Weddell,,,Oradarea edentata,,Oradarea edentata,Oradarea,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,3,14,NA,NA,0.031,NA,s_medi,NA
kongsfjorden,,,Weyprechtia pinguis,,Weyprechtia pinguis,Weyprechtia,Calliopiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,3,14,NA,NA,NULL,NA,NA,1
kongsfjorden,,,Caprella septentrionalis,,Caprella septentrionalis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.01,NA,NA,1
loughhyne,,,Caprella_206609,,Caprella206609,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.029,NA,NA,1
loughhyne,,,Caprella_206611,,Caprella206611,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.00876,NA,NA,1
loughhyne,,,Caprella_95395,,Caprella95395,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.0264,NA,NA,1
loughhyne,,,Caprella_95419,,Caprella95419,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.00876,NA,NA,1
stmarks,,,Caprella penantis,,Caprella penantis,Caprella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.00876,NA,NA,1
loughhyne,,,Pseudoprotella_error,,Pseudoprotellaerror,Pseudoprotella,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,NA,NA,NA,40,0.0346,NA,NA,1
sanak,,,Caprellidae,,NA,NA,Caprellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
loughhyne,,,Colomastix_93578,,Colomastix93578,Colomastix,Colomastigidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,5,5,NA,NA,0.00118,NA,NA,1
kongsfjorden,,,Corophium crassicorne,,Corophium crassicorne,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,NULL,NA,NA,1
loughhyne,,,Corophium_206431,,Corophium206431,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.0173,NA,NA,1
loughhyne,,,Corophium_93602,,Corophium93602,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.000944,NA,NA,1
loughhyne,,,Corophium_93606,,Corophium93606,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.00144,NA,NA,1
stmarks,,,Corophium,,Corophium,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.0074,NA,NA,1
ythanjacob,,,Corophium volutator,,Corophium volutator,Corophium,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.00909,NA,NA,1
Weddell,,,Haplocheira plumosa,,Haplocheira plumosa,Haplocheira,Corophiidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_sein,f_pred,m_fast,0,1,NA,NA,NA,12.2,0.031,NA,s_medi,NA
Weddell,,,Cyllopus lucasii,,Cyllopus lucasii,Cyllopus,Cyllopodidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_pela,f_pred,m_fast,0,0,NA,NA,NA,23,0.32,NA,s_medi,NA
ythanjacob,,,Nototropis spp.,,Nototropis spp.,Atylus,Dexaminidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,2,14,NA,NA,0.0227,NA,NA,1
loughhyne,,,Tritaeta_error,,Tritaetaerror,Tritaeta,Dexaminidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,2,14,NA,NA,0.00617,NA,NA,1
Weddell,,Epimeria georgiana,,Epimeria georgiani,Epimeria georgiana,Epimeria,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,1.9,NA,s_medi,NA
Weddell,,,Epimeria macrodonta,,Epimeria macrodonta,Epimeria,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,1.3,NA,s_medi,NA
Weddell,,,Epimeria robusta,,Epimeria robusta,Epimeria,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,1.9,NA,s_medi,NA
Weddell,,,Epimeria rubrieques,,Epimeria rubrieques,Epimeria,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,10,NA,s_medi,NA
Weddell,,,Epimeria similis,,Epimeria similis,Epimeria,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,3.7,NA,s_medi,NA
Weddell,,,Epimeriella walkeri,,Epimeriella walkeri,Epimeriella,Epimeriidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,16,16,NA,NA,0.73,NA,s_medi,NA
Weddell,,,Eusirus antarcticus,,Eusirus antarcticus,Eusirus,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,13,13,NA,NA,0.14,NA,s_medi,NA
Weddell,,,Eusirus perdentatus,,Eusirus perdentatus,Eusirus,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,13,13,NA,NA,19,NA,s_medi,NA
Weddell,,,Paramoera walkeri,,Paramoera walkeri,Paramoera,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,13,13,NA,NA,0.73,NA,s_medi,NA
kongsfjorden,,,Rhachotropis inflata,,Rhachotropis inflata,Rhachotropis,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,13,13,NA,NA,0.01,NA,NA,1
Weddell,,,Rhachotropis antarctica,,Rhachotropis antarctica,Rhachotropis,Eusiridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,13,13,NA,NA,0.18,NA,s_medi,NA
kongsfjorden,,,Gammarellus homari,,Gammarellus homari,Gammarellus,Gammarellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,15,35,NA,NA,0.01,NA,NA,1
loughhyne,,,Gammarellus_93772,,Gammarellus93772,Gammarellus,Gammarellidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_pred,m_fast,0,1,15,35,NA,NA,0.0118,NA,NA,1
loughhyne,,,Cheirocratus_206457,,Cheirocratus206457,Cheirocratus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,38,NA,NA,0.0000401,NA,NA,1
kongsfjorden,,,Gammarus setosus,,Gammarus setosus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,38,NA,NA,NULL,NA,NA,1
loughhyne,,,Gammarus_93791,,Gammarus93791,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,38,NA,NA,0.00505,NA,NA,1
stmarks,,,Gammarus mucronatus,,Gammarus mucronatus,Gammarus,Gammaridae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,4,38,NA,NA,0.000626,NA,NA,1
loughhyne,,,Hyale_206495,,Hyale206495,Hyale,Hyalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,24,0.003,NA,NA,1
loughhyne,,,Hyale_206496,,Hyale206496,Hyale,Hyalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,24,0.00341,NA,NA,1
loughhyne,,,Hyale_206497,,Hyale206497,Hyale,Hyalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,24,0.00284,NA,NA,1
loughhyne,,,Hyale_616675,,Hyale616675,Hyale,Hyalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,24,0.00433,NA,NA,1
ythanjacob,,,Hyale nilssoni,,Hyale nilssoni,Hyale,Hyalidae,Amphipoda,Malacostraca,Arthropoda,Animalia,t_surf,f_surf,m_fast,0,1,NA,NA,NA,24,0.0227,NA,NA,1
